Filename,alert_type,Frame_Number,Id,label,Class,FrontDetected,SideDetected,RearDetected,InTraffic,InTheSameLane,MovingSideWays,Rotation,AbsAngle,AngleToCloserSide,AngleFromTop,AngleFromHorizon,Distance,DistanceY,DistanceX,VectorToSide,BoxBottom,BoxTop,BoxArea,AreaRatio8Frames,AreaRatio4Frames,MedianDistance,MedianDistanceX,MedianDistanceY,AbsMedianAngle,MedianVelocity,MedianAngularVelocity,AnglesSTD,DistancesSTD,BoxAreaSTD,VelocitySTD,DistanceXInCollision,PredictedX,MaxMinDist8Frames,MaxMinBoxArea8Frames,MaxMinAngle8Frames,DistanceOverArea,TimeToCollision,TimeToCollisionFullSeries,TimeToScreenBottom,TimeToCollisionBoxArea,TimeToCollisionBoxAreaFullSeries,DistancesFit.Intercept,DistancesFit.Slope,YFit.Intercept,YFit.Slope,AbsXFit.Intercept,AbsXFit.Slope,AbsAnglesFit.Intercept,AbsAnglesFit.Slope,AbsAnglesToCloserSideFit.Intercept,AbsAnglesToCloserSideFit.Slope,AbsAnglesToFurtherSideFit.Intercept,AbsAnglesToFurtherSideFit.Slope,AbsAngularVelocityFit.Intercept,AbsAngularVelocityFit.Slope,BoxAreasFit.Intercept,BoxAreasFit.Slope,BoxBottomFit.Intercept,BoxBottomFit.Slope,BoxWidthsFit.Intercept,BoxWidthsFit.Slope,BoxHeightsFit.Intercept,BoxHeightsFit.Slope,RotationsFit.Intercept,RotationsFit.Slope,VelocityFit.Intercept,VelocityFit.Slope,DistancesSlopeOverSTD,AngleSlopeOverSTD,BoxAreaSlopeOverSTD,XFitRadius,BoxRight,BoxLeft,DistanceFromClosestCornerPower,DistanceFromClosestCorner,BoxCenterMovementInX,BoxCenterMovementInY,BoxCenterNormalizedMovementInX,PhysicalRotation
Safe_Distance_04_Overtake.mp4,Safe_Distance,100,603,1,0,0,0,1,0,1,0,3.142,11.978,-14.02,1.387,0.331,2.556,2.5,0.53,-0.619,53.391,27.191,6.864,1.049,1.015,2.611,0.513,2.56,11.344,-0.032,0.172,0.454,0.047,0.184,0.005,1.272,0.533,0.147,0.57,1.299,0.372,178.127,122.958,0,-7.993,-3.995,2.683,-0.02,0.498,0.004,0.498,0.004,10.685,0.188,13.314,0.134,31.585,0.371,0.132,0.011,6.385,0.08,0.531,0.001,0.223,0.003,0.253,0.002,3.142,0,-0.04,0.002,0.001,0.102,0.02,0.255,67.671,43.453,410032800,1888.414,0.014,-0.001,-0.003,2.933
Safe_Distance_04_Overtake.mp4,Safe_Distance,101,603,1,0,0,0,1,0,1,0,3.142,12.181,-13.904,1.383,0.312,2.538,2.481,0.535,-0.61,53.249,26.962,6.91,1.04,1.016,2.592,0.517,2.54,11.508,-0.029,0.182,0.493,0.043,0.157,0.006,1.343,0.542,0.132,0.482,1.469,0.367,149.811,133.936,0,-7.994,-3.995,2.657,-0.019,0.497,0.006,0.497,0.006,10.777,0.209,13.538,0.096,32.018,0.359,0.139,0.012,6.495,0.067,0.534,0,0.226,0.003,0.255,0.001,3.142,0,-0.038,0.003,0.001,0.13,0.014,0.26,67.862,43.49,413251232,1891.628,0.015,-0.008,-0.003,2.929
Safe_Distance_04_Overtake.mp4,Safe_Distance,102,603,1,0,0,0,1,0,1,0,3.142,12.216,-14.266,1.384,0.321,2.5,2.443,0.529,-0.616,53.354,26.796,7.053,1.038,1.022,2.58,0.517,2.528,11.552,-0.025,0.193,0.471,0.044,0.158,0.006,1.065,0.54,0.15,0.536,1.482,0.354,112.469,133.295,0,-7.994,-3.993,2.645,-0.019,0.499,0.005,0.499,0.005,10.859,0.198,13.67,0.083,32.438,0.309,0.171,0.006,6.541,0.067,0.535,0,0.23,0.003,0.256,0.001,3.142,0,-0.034,0.002,0.001,0.123,0.015,0.26,68.032,43.329,408362656,1877.589,0.015,-0.015,-0.003,2.928
Safe_Distance_04_Overtake.mp4,Safe_Distance,103,603,1,0,0,0,1,0,1,0,3.142,12.24,-14.524,1.384,0.328,2.468,2.412,0.523,-0.619,53.44,26.683,7.159,1.041,1.032,2.566,0.52,2.512,11.771,-0.022,0.193,0.373,0.048,0.167,0.005,0.725,0.532,0.155,0.535,1.026,0.345,79.885,126.824,0,-7.994,-3.991,2.634,-0.02,0.511,0.003,0.511,0.003,11.193,0.165,13.768,0.087,32.827,0.277,0.196,-0.001,6.589,0.069,0.536,0,0.232,0.002,0.257,0.001,3.142,0,-0.03,0.002,0.001,0.075,0.015,0.264,68.148,43.215,404750496,1867.765,0.015,-0.021,-0.003,2.928
Safe_Distance_04_Overtake.mp4,Safe_Distance,104,603,1,0,0,0,1,0,1,0,3.142,12.41,-14.619,1.382,0.333,2.444,2.387,0.525,-0.617,53.539,26.634,7.239,1.046,1.031,2.547,0.524,2.491,12.079,-0.022,0.193,0.347,0.053,0.183,0.004,0.619,0.53,0.155,0.536,0.934,0.338,76.177,107.624,0,-7.993,-3.991,2.626,-0.023,0.52,0.001,0.52,0.001,11.581,0.142,13.883,0.09,33.147,0.267,0.22,-0.008,6.614,0.078,0.536,0,0.235,0.002,0.257,0.001,3.142,0,-0.027,0.002,0.002,0.055,0.018,0.271,68.318,43.183,402450080,1864.997,0.013,-0.019,-0.003,2.925
Safe_Distance_04_Overtake.mp4,Safe_Distance,105,603,1,0,0,0,1,0,1,0,3.142,12.59,-14.508,1.379,0.323,2.464,2.405,0.537,-0.617,53.473,26.937,7.041,1.043,1.005,2.519,0.527,2.462,12.198,-0.021,0.182,0.352,0.051,0.162,0.003,0.758,0.535,0.14,0.481,1.05,0.35,134.187,109.133,0,-7.993,-3.997,2.596,-0.022,0.521,0.002,0.521,0.002,11.682,0.148,14.018,0.08,33.422,0.263,0.213,-0.009,6.708,0.077,0.535,0,0.237,0.002,0.259,0.001,3.142,0,-0.023,0,0.001,0.065,0.017,0.273,68.463,43.228,404435168,1868.844,0.011,-0.012,-0.003,2.922
Safe_Distance_04_Overtake.mp4,Safe_Distance,106,603,1,0,0,0,1,0,1,0,3.142,12.663,-14.405,1.363,0.326,2.479,2.418,0.543,-0.617,53.381,27.155,6.878,1.025,0.967,2.489,0.53,2.431,12.228,-0.02,0.17,0.328,0.045,0.145,0.002,0.045,0.539,0.131,0.442,1.099,0.36,-277.543,129.327,0,-7.996,-4.01,2.554,-0.019,0.523,0.002,0.523,0.002,11.795,0.124,14.154,0.061,33.734,0.25,0.206,-0.01,6.796,0.051,0.534,0,0.241,0.002,0.261,0.001,3.142,0,-0.021,0,0.001,0.051,0.008,0.275,68.519,43.265,399067008,1872.045,0.009,-0.005,-0.002,2.921
Safe_Distance_04_Overtake.mp4,Safe_Distance,107,603,1,0,0,0,1,0,1,0,3.142,12.85,-13.999,1.361,0.304,2.492,2.43,0.554,-0.603,53.197,27.27,6.722,0.996,0.952,2.486,0.533,2.424,12.325,-0.019,0.156,0.272,0.036,0.159,0.003,0.041,0.546,0.112,0.517,0.872,0.371,-164.072,204.884,0,-8,-4.014,2.527,-0.012,0.523,0.003,0.523,0.003,11.903,0.121,14.162,0.049,34.143,0.209,0.2,-0.012,6.994,-0.005,0.534,0,0.245,0.002,0.264,0,3.142,0,-0.02,0,0,0.047,0,0.277,68.574,43.437,406634976,1886.95,0.009,0.003,0.001,2.917
Safe_Distance_04_Overtake.mp4,Safe_Distance,108,603,1,0,0,0,1,0,1,0,3.142,12.931,-13.709,1.347,0.303,2.501,2.438,0.56,-0.593,53.053,27.373,6.595,0.96,0.957,2.486,0.536,2.424,12.5,-0.019,0.145,0.274,0.027,0.204,0.007,0.497,0.56,0.094,0.644,0.751,0.379,-192.737,3851.222,0,-8.006,-4.013,2.488,-0.001,0.518,0.005,0.518,0.005,12.073,0.122,14.498,-0.047,34.526,0.155,0.191,-0.013,7.226,-0.071,0.535,0,0.247,0.001,0.269,-0.001,3.142,0,-0.023,0.001,0,0.041,0.016,0.279,68.569,43.558,404174240,1897.511,0.01,0.006,0.004,2.916
Safe_Distance_04_Overtake.mp4,Safe_Distance,115,603,1,0,0,0,1,0,1,0,3.142,15.352,-12.66,1.29,0.272,2.351,2.267,0.622,-0.515,52.908,26.408,7.022,1.037,1.069,2.496,0.562,2.433,12.968,0.002,0.095,0.89,0.059,0.225,0.01,0.96,0.599,0.154,0.696,2.421,0.335,51.776,104.203,0,-7.994,-3.98,2.577,-0.023,0.533,0.008,0.533,0.008,11.799,0.334,13.729,-0.142,33.778,0.368,0.129,-0.01,6.32,0.064,0.53,0,0.242,0.002,0.251,0.001,3.142,0,0.012,-0.003,0.001,0.304,0.013,0.311,70.495,44.05,404117408,1940.579,0.026,-0.012,-0.002,2.874
Safe_Distance_04_Overtake.mp4,Safe_Distance,116,603,1,0,0,0,1,0,1,0,3.142,15.74,-12.705,1.281,0.274,2.322,2.235,0.63,-0.511,52.957,26.136,7.194,1.081,1.055,2.458,0.576,2.39,13.53,0.002,0.095,1.088,0.071,0.302,0.014,1.283,0.624,0.182,0.867,2.788,0.323,69.594,76.568,0,-7.987,-3.983,2.564,-0.03,0.539,0.011,0.539,0.011,11.889,0.469,13.468,-0.123,33.618,0.561,0.049,0.013,6.104,0.133,0.528,0,0.239,0.004,0.247,0.003,3.142,0,0.019,-0.005,0.002,0.563,0.051,0.336,70.882,44.034,400116256,1939.23,0.039,-0.019,-0.005,2.867
Safe_Distance_04_Overtake.mp4,Safe_Distance,117,603,1,0,0,0,1,0,1,0,3.142,15.819,-12.883,1.295,0.276,2.341,2.252,0.638,-0.522,53.209,26.596,7.083,1.092,1.03,2.403,0.595,2.328,14.333,-0.003,0.095,1.171,0.071,0.323,0.016,1.948,0.653,0.182,0.867,2.867,0.33,108.883,74.514,0,-7.986,-3.989,2.51,-0.03,0.55,0.013,0.55,0.013,12.647,0.482,13.23,-0.1,34.278,0.63,0.121,-0.062,6.234,0.144,0.527,0,0.243,0.004,0.25,0.003,3.142,0,0.019,-0.006,0.002,0.568,0.056,0.368,70.934,43.98,402923424,1934.484,0.041,-0.016,-0.006,2.865
Safe_Distance_04_Overtake.mp4,Safe_Distance,118,603,1,0,0,0,1,0,1,0,3.142,15.859,-12.924,1.298,0.279,2.352,2.263,0.643,-0.526,53.299,26.816,7.013,1.082,0.992,2.367,0.611,2.286,14.964,-0.015,0.206,1.148,0.065,0.31,0.015,4.491,0.669,0.177,0.867,2.906,0.335,-392.121,76.9,0,-7.987,-4.003,2.469,-0.029,0.566,0.013,0.566,0.013,13.264,0.486,13.082,-0.058,35.031,0.641,0.05,-0.073,6.421,0.144,0.527,0.001,0.248,0.004,0.253,0.003,3.142,0,0.006,-0.006,0.002,0.597,0.058,0.387,70.953,43.972,402773888,1933.745,0.039,-0.01,-0.005,2.865
Safe_Distance_04_Overtake.mp4,Safe_Distance,119,603,1,0,0,0,1,0,1,0,3.142,16.098,-13.277,1.294,0.255,2.354,2.261,0.653,-0.541,53.043,26.578,7.004,1.055,0.982,2.353,0.626,2.265,15.546,-0.02,0.368,1.028,0.052,0.264,0.013,1.724,0.674,0.17,0.867,3.146,0.336,-216.139,133.199,0,-7.992,-4.006,2.413,-0.017,0.589,0.011,0.589,0.011,14.142,0.401,12.841,0.011,36.067,0.553,0.124,0.069,6.695,0.09,0.528,0.001,0.253,0.004,0.259,0.002,3.142,0,-0.001,-0.005,0.001,0.492,0.026,0.392,71.478,43.768,405251968,1915.807,0.031,-0.003,-0.003,2.861
Safe_Distance_04_Overtake.mp4,Safe_Distance,120,603,1,0,0,0,1,0,1,0,3.142,16.211,-13.525,1.277,0.261,2.356,2.262,0.658,-0.551,52.912,26.471,6.991,1.014,0.993,2.353,0.634,2.262,15.78,-0.02,0.368,0.708,0.029,0.157,0.012,5.202,0.674,0.101,0.554,2.121,0.337,-658.194,493.083,0,-7.998,-4.002,2.369,-0.005,0.603,0.009,0.603,0.009,14.884,0.256,12.561,0.091,36.862,0.436,0.262,0.03,6.91,0.028,0.528,0,0.256,0.004,0.263,0.001,3.142,0,-0.015,-0.001,0,0.196,0.003,0.395,71.772,43.629,395959584,1903.703,0.02,0.005,0,2.859
Safe_Distance_04_Overtake.mp4,Safe_Distance,124,603,1,0,0,0,1,0,1,0,3.142,16.603,-13.484,1.267,0.253,2.322,2.226,0.664,-0.541,52.799,25.977,7.194,1.009,1.02,2.351,0.661,2.255,16.33,-0.003,0.218,0.304,0.011,0.067,0.013,1.632,0.682,0.033,0.203,0.783,0.323,206.039,1102.398,0,-7.999,-3.994,2.359,-0.002,0.644,0.005,0.644,0.005,15.88,0.128,13.128,0.107,38.703,0.256,0.423,-0.059,6.973,0.013,0.531,-0.001,0.273,0.003,0.264,0,3.142,0,-0.021,0.005,0,0.042,0,0.424,72.199,43.634,395595232,1904.125,0.013,-0.016,0,2.852
Safe_Distance_04_Overtake.mp4,Safe_Distance,125,603,1,0,0,0,1,0,1,0,3.142,16.945,-14.182,1.267,0.278,2.325,2.224,0.677,-0.57,53.286,26.489,7.181,1.018,1.017,2.351,0.665,2.255,16.509,-0.003,0.171,0.321,0.013,0.079,0.01,1.564,0.684,0.033,0.203,1.086,0.324,217.522,485.024,0,-7.998,-3.995,2.368,-0.005,0.65,0.004,0.65,0.004,16.038,0.134,13.09,0.13,38.892,0.271,0.33,-0.045,6.916,0.029,0.53,0,0.276,0.003,0.263,0.001,3.142,0,-0.012,0.003,0,0.061,0.002,0.43,72.652,43.36,382294048,1880.267,0.011,-0.009,-0.001,2.846
Safe_Distance_04_Overtake.mp4,Safe_Distance,126,603,1,0,0,0,1,0,1,0,3.142,17.1,-14.479,1.263,0.291,2.325,2.222,0.684,-0.581,53.474,26.679,7.18,1.023,1.003,2.343,0.666,2.245,16.581,-0.003,0.149,0.314,0.014,0.084,0.006,6.577,0.685,0.033,0.203,1.002,0.324,1462.035,449.663,0,-7.997,-3.999,2.361,-0.005,0.652,0.004,0.652,0.004,16.121,0.131,13.076,0.146,38.964,0.273,0.224,-0.022,6.96,0.031,0.528,0,0.278,0.002,0.264,0.001,3.142,0,-0.004,0,0,0.055,0.002,0.432,72.861,43.242,374318720,1870.043,0.008,0.002,-0.002,2.843
Safe_Distance_04_Overtake.mp4,Safe_Distance,127,603,1,0,0,0,1,0,1,0,3.142,17.171,-14.077,1.258,0.302,2.311,2.208,0.682,-0.562,53.613,26.661,7.264,1.024,1.005,2.33,0.669,2.232,16.598,-0.003,0.134,0.313,0.016,0.095,0.003,5.104,0.684,0.045,0.273,0.96,0.318,1309.037,357.309,0,-7.997,-3.999,2.352,-0.006,0.657,0.003,0.657,0.003,16.147,0.129,13.288,0.108,39.101,0.249,0.168,-0.01,7.012,0.039,0.524,0.001,0.281,0.002,0.265,0.001,3.142,0,0.001,-0.001,0,0.051,0.004,0.436,72.668,43.457,372214304,1888.731,0.007,0.013,-0.002,2.842
Safe_Distance_04_Overtake.mp4,Safe_Distance,128,603,1,0,0,0,1,0,1,0,3.142,17.206,-13.821,1.256,0.308,2.301,2.198,0.681,-0.55,53.702,26.632,7.328,1.021,1.016,2.325,0.674,2.225,16.774,-0.003,0.133,0.288,0.017,0.102,0.003,1.321,0.685,0.051,0.316,0.757,0.314,256.893,331.598,0,-7.996,-3.995,2.349,-0.007,0.665,0.003,0.665,0.003,16.352,0.12,13.514,0.074,39.693,0.198,0.155,-0.006,7.033,0.042,0.525,0.001,0.286,0.001,0.265,0.001,3.142,0,0.001,-0.001,0,0.038,0.005,0.445,72.535,43.593,371689088,1900.582,0.006,0.024,-0.002,2.841
Safe_Distance_04_Overtake.mp4,Safe_Distance,129,603,1,0,0,0,1,0,1,0,3.142,17.201,-13.292,1.27,0.285,2.31,2.206,0.683,-0.531,53.529,26.56,7.273,1.019,1.011,2.323,0.679,2.223,17.022,-0.005,0.13,0.271,0.015,0.09,0.003,1.398,0.69,0.05,0.306,0.637,0.318,304.588,390.688,0,-7.997,-3.996,2.344,-0.006,0.671,0.002,0.671,0.002,16.639,0.11,13.921,-0.042,40.237,0.119,0.148,-0.005,7.061,0.036,0.528,0.002,0.289,0,0.266,0.001,3.142,0,-0.001,-0.001,0,0.028,0.004,0.452,72.36,43.825,388958016,1920.812,0.005,0.022,-0.001,2.841
Safe_Distance_04_Overtake.mp4,Safe_Distance,130,603,1,0,0,0,1,0,1,0,3.142,17.189,-12.921,1.271,0.276,2.318,2.214,0.685,-0.518,53.413,26.54,7.221,1.014,0.993,2.32,0.681,2.218,17.135,-0.005,0.129,0.246,0.01,0.062,0.003,0.385,0.692,0.034,0.21,0.612,0.321,-442.537,653.356,0,-7.998,-4.003,2.332,-0.004,0.673,0.002,0.673,0.002,16.835,0.086,14.019,-0.093,40.501,0.044,0.147,-0.005,7.132,0.022,0.53,0.001,0.291,-0.001,0.267,0,3.142,0,-0.002,-0.001,0,0.018,0.002,0.455,72.224,43.988,395261728,1935.177,0.004,0.015,-0.001,2.842
Safe_Distance_04_Overtake.mp4,Safe_Distance,131,603,1,0,0,0,1,0,1,0,3.142,17.841,-11.307,1.239,0.262,2.344,2.231,0.718,-0.46,52.991,26.413,7.064,1.002,0.978,2.32,0.683,2.218,17.18,-0.005,0.124,0.322,0.012,0.074,0.002,0.059,0.696,0.043,0.264,1.238,0.332,-204.962,8958.351,0,-8,-4.006,2.321,0,0.672,0.003,0.672,0.003,16.811,0.105,14.878,-0.35,41.082,-0.123,0.142,-0.005,7.202,0.002,0.534,0,0.298,-0.003,0.268,0,3.142,0,-0.005,0,0,0.043,0,0.455,72.308,44.713,403383040,1999.436,0.007,0.004,0,2.83
Safe_Distance_04_Overtake.mp4,Safe_Distance,138,603,1,0,0,0,1,0,1,0,3.142,19.077,-9.512,1.238,0.228,2.356,2.227,0.77,-0.389,52.968,26.534,6.988,1.001,1.017,2.371,0.768,2.248,18.735,0.008,0.208,0.406,0.016,0.094,0.006,2.149,0.795,0.053,0.308,1.236,0.337,234.715,2840.778,0,-8,-3.995,2.374,-0.001,0.747,0.006,0.747,0.006,18.18,0.159,9.987,-0.12,39.825,0.116,0.146,0.018,6.883,0.005,0.527,0,0.271,0,0.262,0,3.142,0,0.008,0,0,0.077,0,0.573,72.731,45.567,432799488,2076.583,0.013,0.005,0,2.809
Safe_Distance_04_Overtake.mp4,Safe_Distance,139,603,1,0,0,0,1,0,1,0,3.142,19.426,-8.818,1.234,0.211,2.388,2.252,0.794,-0.366,52.782,26.696,6.805,1.01,0.999,2.38,0.77,2.25,18.87,0.008,0.208,0.36,0.013,0.073,0.007,5.476,0.795,0.04,0.232,1.251,0.351,862.602,1432.193,0,-7.999,-3.999,2.386,-0.002,0.751,0.005,0.751,0.005,18.34,0.151,9.887,-0.105,39.999,0.119,0.215,-0.002,6.817,0.01,0.526,0,0.27,0,0.261,0,3.142,0,0.014,-0.002,0,0.08,0,0.576,72.854,45.88,444441856,2105.146,0.01,0.005,0,2.803
Safe_Distance_04_Overtake.mp4,Safe_Distance,140,603,1,0,0,0,1,0,1,0,3.142,19.575,-8.395,1.226,0.207,2.412,2.273,0.808,-0.352,52.645,26.822,6.668,1.004,0.968,2.385,0.77,2.255,18.967,0.008,0.208,0.342,0.016,0.093,0.007,0.039,0.797,0.056,0.319,1.081,0.362,-121.835,3813.185,0,-8,-4.009,2.387,-0.001,0.75,0.006,0.75,0.006,18.441,0.15,9.851,-0.105,40.193,0.105,0.249,-0.012,6.811,0.004,0.527,0,0.269,0,0.261,0,3.142,0,0.018,-0.003,0,0.071,0,0.576,72.875,46.069,447823680,2122.553,0.011,0.002,0,2.8
Safe_Distance_05.mp4,Safe_Distance,100,610,1,0,0,0,0,0,1,0,3.084,3.275,-10.61,1.499,0.391,4.201,4.194,0.24,-0.774,48.304,23.772,6.018,1.212,1.11,4.672,0.307,4.661,3.722,0.024,-0.052,0.322,0.225,0.541,0.056,0.078,0.239,0.644,1.492,0.842,0.698,28.825,40.96,0,-7.965,-3.964,5.032,-0.103,0.361,-0.015,0.361,-0.015,4.145,-0.121,6.562,0.524,14.724,0.28,0.217,-0.047,4.031,0.241,0.457,0.003,0.115,0.004,0.203,0.005,3.069,0.002,0.066,-0.012,0.03,0.038,0.16,0.223,58.776,44.553,525388128,1985.224,0.012,0.011,0.021,3.142
Safe_Distance_05.mp4,Safe_Distance,101,610,1,0,0,0,0,0,1,0,3.09,2.97,-11.067,1.505,0.406,4.043,4.037,0.209,-0.776,48.38,22.89,6.497,1.25,1.133,4.555,0.289,4.546,3.552,0.024,0.022,0.364,0.287,0.677,0.074,0.118,0.207,0.802,1.959,1.072,0.622,25.958,29.078,0,-7.958,-3.958,5.03,-0.136,0.353,-0.018,0.353,-0.018,4.092,-0.154,7.396,0.553,15.25,0.284,0.147,-0.048,4.203,0.299,0.461,0.003,0.122,0.004,0.207,0.006,3.069,0.003,0.137,-0.032,0.052,0.07,0.259,0.256,58.692,44.321,518557376,1964.591,0.015,0.008,0.023,3.142
Safe_Distance_05.mp4,Safe_Distance,102,610,1,0,0,0,0,0,1,0,3.092,2.828,-11.354,1.508,0.391,3.949,3.944,0.195,-0.777,48.507,22.349,6.843,1.268,1.144,4.417,0.258,4.41,3.374,-0.008,0.091,0.388,0.321,0.774,0.084,0.223,0.161,0.896,2.28,1.214,0.577,25.763,27.508,0,-7.953,-3.957,4.9,-0.138,0.334,-0.022,0.334,-0.022,3.981,-0.173,8.294,0.511,15.579,0.241,0.074,-0.047,4.317,0.344,0.465,0.003,0.128,0.003,0.21,0.007,3.071,0.003,0.113,-0.035,0.053,0.094,0.348,0.298,58.678,44.184,512999264,1952.458,0.016,0.003,0.023,3.142
Safe_Distance_05.mp4,Safe_Distance,103,610,1,0,0,0,1,0,1,0,3.142,2.856,-11.435,1.509,0.51,3.959,3.954,0.197,-0.785,48.147,21.992,6.841,1.26,1.093,4.279,0.242,4.272,3.247,-0.072,0.128,0.415,0.308,0.764,0.085,0.617,0.145,0.896,2.194,1.214,0.579,43.275,26.505,0,-7.956,-3.97,4.762,-0.138,0.318,-0.022,0.318,-0.022,3.858,-0.174,8.896,0.447,16.101,0.129,0.013,0.033,4.625,0.344,0.47,0.003,0.133,0.002,0.216,0.007,3.074,0.004,0.049,-0.035,0.055,0.089,0.34,0.288,58.81,44.1,519296448,1945.082,0.015,-0.009,0.021,3.092
Safe_Distance_05.mp4,Safe_Distance,104,610,1,0,0,0,0,0,1,0,3.091,2.892,-11.458,1.506,0.55,3.969,3.964,0.2,-0.789,47.869,21.78,6.806,1.218,1.023,4.122,0.225,4.116,3.095,-0.11,0.133,0.326,0.247,0.657,0.075,8.303,0.155,0.683,1.746,0.986,0.583,553.88,30.828,0,-7.966,-3.996,4.53,-0.117,0.279,-0.015,0.279,-0.015,3.553,-0.131,9.579,0.36,16.344,0.094,0.063,0.02,5.223,0.296,0.476,0.001,0.137,0.002,0.229,0.006,3.08,0.003,0.004,-0.032,0.038,0.052,0.232,0.174,58.906,44.056,523089792,1941.224,0.012,-0.027,0.017,3.142
Safe_Distance_05.mp4,Safe_Distance,105,610,1,0,0,0,0,0,1,0,3.092,2.867,-11.59,1.506,0.623,3.989,3.984,0.2,-0.801,47.565,21.577,6.754,1.156,0.991,4.016,0.205,4.011,2.931,-0.11,0.133,0.226,0.191,0.546,0.054,3.607,0.159,0.529,1.439,0.644,0.591,-333.444,46.269,0,-7.976,-4.003,4.293,-0.079,0.24,-0.01,0.24,-0.01,3.241,-0.089,10.309,0.258,16.467,0.077,0.109,0.007,5.808,0.234,0.48,0,0.138,0.002,0.241,0.005,3.086,0.001,-0.063,-0.013,0.017,0.022,0.144,0.098,59.003,43.951,526874464,1931.973,0.008,-0.037,0.012,3.142
Safe_Distance_05.mp4,Safe_Distance,106,610,1,0,0,1,1,0,1,0,3.053,2.414,-12.088,1.517,0.745,4.036,4.032,0.17,-0.845,47.49,21.762,6.619,1.081,0.98,4.012,0.2,4.008,2.879,-0.11,0.133,0.247,0.134,0.415,0.04,1.735,0.162,0.408,1.204,0.861,0.61,-177.248,110.904,0,-7.988,-4.005,4.134,-0.035,0.23,-0.008,0.23,-0.008,3.206,-0.093,10.642,0.215,16.477,0.074,0.155,-0.006,6.261,0.122,0.485,-0.001,0.14,0.002,0.25,0.002,3.102,-0.003,-0.119,0.003,0.004,0.03,0.043,0.082,58.816,43.674,522912480,1907.723,0.006,-0.041,0.006,3.095
Safe_Distance_05.mp4,Safe_Distance,107,610,1,0,0,1,1,0,1,0,3.053,2.414,-12.088,1.508,0.627,4.036,4.032,0.17,-0.845,47.49,21.762,6.619,1.081,0.98,4.012,0.2,4.008,2.879,-0.11,0.126,0.247,0.134,0.415,0.041,1.735,0.162,0.408,1.204,0.861,0.61,-177.248,110.904,0,-7.988,-4.005,4.134,-0.035,0.23,-0.008,0.23,-0.008,3.206,-0.093,10.642,0.215,16.477,0.074,0.157,-0.009,6.261,0.122,0.485,-0.001,0.14,0.002,0.25,0.002,3.102,-0.003,-0.164,0.015,0.004,0.03,0.043,0.082,58.816,43.674,519073728,1907.721,0.006,-0.041,0.006,3.095
Safe_Distance_05.mp4,Safe_Distance,108,610,1,0,0,1,1,0,1,0,3.053,2.414,-12.088,1.5,0.527,4.036,4.032,0.17,-0.845,47.49,21.762,6.619,1.081,0.98,4.012,0.2,4.008,2.879,-0.098,0.112,0.247,0.134,0.415,0.046,1.735,0.162,0.408,1.204,0.861,0.61,-177.248,110.904,0,-7.988,-4.005,4.134,-0.035,0.23,-0.008,0.23,-0.008,3.206,-0.093,10.642,0.215,16.477,0.074,0.156,-0.012,6.261,0.122,0.485,-0.001,0.14,0.002,0.25,0.002,3.102,-0.003,-0.168,0.02,0.004,0.03,0.043,0.082,58.816,43.674,515392992,1907.719,0.006,-0.041,0.006,3.095
Safe_Distance_05.mp4,Safe_Distance,109,610,1,0,0,1,1,0,1,0,3.053,2.414,-12.088,1.492,0.443,4.036,4.032,0.17,-0.845,47.49,21.762,6.619,1.081,0.98,4.012,0.2,4.008,2.879,-0.057,0.093,0.247,0.134,0.415,0.045,1.735,0.162,0.408,1.204,0.861,0.61,-177.248,110.904,0,-7.988,-4.005,4.134,-0.035,0.23,-0.008,0.23,-0.008,3.206,-0.093,10.642,0.215,16.477,0.074,0.135,-0.012,6.261,0.122,0.485,-0.001,0.14,0.002,0.25,0.002,3.102,-0.003,-0.121,0.018,0.004,0.03,0.043,0.082,58.816,43.674,511873216,1907.717,0.006,-0.041,0.006,3.095
Safe_Distance_05.mp4,Safe_Distance,124,610,1,0,0,0,0,0,1,0,3.064,4.459,-9.833,1.493,0.28,4.183,4.17,0.325,-0.714,51.06,26.529,6.018,1.082,1.038,4.199,0.267,4.19,3.655,-0.011,0.237,0.616,0.048,0.279,0.009,135.543,0.345,0.164,0.9,1.892,0.695,-7774.513,375.029,0,-7.987,-3.991,4.237,-0.011,0.205,0.017,0.205,0.017,2.793,0.246,10.523,-0.091,15.688,0.413,0.228,0.008,5.325,0.114,0.474,0.007,0.139,0,0.231,0.002,3.118,-0.011,-0.001,-0.01,0,0.186,0.042,0.164,59.064,45.229,488121408,2045.892,0.017,0.092,-0.006,3.142
Safe_Distance_05.mp4,Safe_Distance,125,610,1,0,0,0,0,0,1,0,3.037,6.019,-8.702,1.469,0.327,4.197,4.174,0.44,-0.635,51.696,26.966,6.116,1.063,1.032,4.195,0.277,4.18,3.794,-0.007,0.241,0.962,0.018,0.221,0.008,15.878,0.379,0.054,0.677,3.452,0.686,-706.594,1282.655,0,-7.989,-3.989,4.207,-0.003,0.197,0.023,0.197,0.023,2.678,0.319,10.688,-0.143,15.835,0.446,0.212,0.02,5.445,0.097,0.481,0.006,0.137,0,0.233,0.002,3.121,-0.013,-0.004,-0.002,0,0.365,0.029,0.246,59.888,45.841,488426880,2101.648,0.023,0.071,-0.004,3.142
