Filename,alert_type,Frame_Number,Id,label,Class,FrontDetected,SideDetected,RearDetected,InTraffic,InTheSameLane,MovingSideWays,Rotation,AbsAngle,AngleToCloserSide,AngleFromTop,AngleFromHorizon,Distance,DistanceY,DistanceX,VectorToSide,BoxBottom,BoxTop,BoxArea,AreaRatio8Frames,AreaRatio4Frames,MedianDistance,MedianDistanceX,MedianDistanceY,AbsMedianAngle,MedianVelocity,MedianAngularVelocity,AnglesSTD,DistancesSTD,BoxAreaSTD,VelocitySTD,DistanceXInCollision,PredictedX,MaxMinDist8Frames,MaxMinBoxArea8Frames,MaxMinAngle8Frames,DistanceOverArea,TimeToCollision,TimeToCollisionFullSeries,TimeToScreenBottom,TimeToCollisionBoxArea,TimeToCollisionBoxAreaFullSeries,DistancesFit.Intercept,DistancesFit.Slope,YFit.Intercept,YFit.Slope,AbsXFit.Intercept,AbsXFit.Slope,AbsAnglesFit.Intercept,AbsAnglesFit.Slope,AbsAnglesToCloserSideFit.Intercept,AbsAnglesToCloserSideFit.Slope,AbsAnglesToFurtherSideFit.Intercept,AbsAnglesToFurtherSideFit.Slope,AbsAngularVelocityFit.Intercept,AbsAngularVelocityFit.Slope,BoxAreasFit.Intercept,BoxAreasFit.Slope,BoxBottomFit.Intercept,BoxBottomFit.Slope,BoxWidthsFit.Intercept,BoxWidthsFit.Slope,BoxHeightsFit.Intercept,BoxHeightsFit.Slope,RotationsFit.Intercept,RotationsFit.Slope,VelocityFit.Intercept,VelocityFit.Slope,DistancesSlopeOverSTD,AngleSlopeOverSTD,BoxAreaSlopeOverSTD,XFitRadius,BoxRight,BoxLeft,DistanceFromClosestCornerPower,DistanceFromClosestCorner,BoxCenterMovementInX,BoxCenterMovementInY,BoxCenterNormalizedMovementInX,PhysicalRotation
Front_Alert_False_96.mp4,Safe_Distance,91,1477,0,1,0,0,0,0,1,0,3.081,3.489,-12.381,1.489,0.426,5.513,5.503,0.336,-1.182,50.944,19.37,9.969,1.205,1.099,6.194,0.267,6.189,2.401,-0.149,0.121,0.514,0.418,0.89,0.04,0.566,0.323,1.178,2.491,1.302,0.553,27.687,28.432,0,-7.955,-3.959,6.852,-0.188,0.224,0.012,0.224,0.012,1.671,0.209,10.693,0.221,13.728,0.622,0.044,0.051,7.04,0.386,0.498,0.001,0.123,0.004,0.267,0.007,3.112,-0.004,-0.092,-0.038,0.1,0.11,0.417,0.111,59.422,43.942,446069408,1931.172,0.017,-0.034,-0.011,3.142
Front_Alert_False_96.mp4,Safe_Distance,92,1477,0,1,0,0,0,0,1,0,3.064,4.428,-11.432,1.469,0.09,5.461,5.445,0.422,-1.082,49.479,17.842,10.01,1.205,1.057,5.955,0.29,5.947,2.799,-0.169,0.165,0.749,0.414,0.893,0.04,1.136,0.387,1.118,2.33,2.241,0.546,42.752,27.159,0,-7.958,-3.975,6.613,-0.188,0.215,0.022,0.215,0.022,1.746,0.301,10.792,0.195,14.264,0.72,0.039,0.063,7.583,0.386,0.498,0.001,0.125,0.005,0.276,0.007,3.111,-0.005,-0.113,-0.028,0.096,0.271,0.389,0.232,60.148,44.253,480593856,1958.594,0.025,-0.046,-0.01,3.142
Front_Alert_False_96.mp4,Safe_Distance,93,1477,0,1,0,0,0,0,1,0,3.054,5.021,-11.1,1.456,0.066,5.372,5.351,0.47,-1.034,48.646,16.835,10.12,1.175,1.025,5.733,0.321,5.724,3.215,-0.17,0.187,0.957,0.39,0.841,0.038,2.066,0.461,1.124,2.311,2.834,0.531,59.607,29.055,0,-7.963,-3.989,6.331,-0.171,0.212,0.031,0.212,0.031,1.789,0.407,11.278,0.056,15.055,0.775,0.012,0.07,8.171,0.366,0.501,0,0.13,0.005,0.286,0.006,3.11,-0.007,-0.123,-0.019,0.084,0.492,0.367,0.432,60.743,44.333,498817120,1965.64,0.032,-0.061,-0.008,3.142
Front_Alert_False_96.mp4,Safe_Distance,95,1477,0,1,0,0,1,0,1,0,3.142,6.689,-10.405,1.43,0.207,5.038,5.003,0.587,-0.91,47.894,14.85,10.919,1.109,1.066,5.487,0.379,5.474,3.959,-0.16,0.255,1.365,0.313,0.674,0.034,1.696,0.586,1.044,2.292,4.171,0.461,32.05,37.585,0,-7.973,-3.972,5.943,-0.13,0.217,0.046,0.217,0.046,1.935,0.578,12.267,-0.226,16.217,0.867,0.034,-0.083,8.977,0.289,0.514,-0.004,0.139,0.005,0.3,0.005,3.111,-0.008,-0.151,-0.003,0.057,1.021,0.285,0.899,62.256,44.618,526890688,1991.022,0.051,-0.114,-0.004,3.025
Front_Alert_False_96.mp4,Safe_Distance,96,1477,0,1,0,0,1,0,1,0,3.142,7.09,-10.706,1.425,0.174,4.807,4.771,0.593,-0.893,48.159,14.048,11.636,1.112,1.092,5.416,0.446,5.398,4.725,-0.16,0.354,1.452,0.309,0.705,0.024,1.5,0.655,1.02,2.396,4.009,0.413,26.141,37.043,0,-7.973,-3.962,5.873,-0.13,0.283,0.047,0.283,0.047,2.534,0.626,12.217,-0.272,16.875,0.9,0.064,0.083,9.045,0.291,0.507,-0.005,0.143,0.005,0.301,0.005,3.092,-0.003,-0.185,0.007,0.056,1.082,0.289,0.948,62.767,44.487,519974176,1979.355,0.056,-0.121,-0.004,3.018
Front_Alert_False_96.mp4,Safe_Distance,97,1477,0,1,0,0,1,0,1,0,3.142,7.42,-11.075,1.424,0.125,4.588,4.55,0.592,-0.881,48.6,13.396,12.393,1.144,1.12,5.287,0.501,5.263,5.442,-0.16,0.45,1.49,0.343,0.882,0.022,1.303,0.71,1.049,2.732,4.071,0.37,20.723,31.833,0,-7.968,-3.946,5.797,-0.146,0.338,0.047,0.338,0.047,3.196,0.642,12.038,-0.272,17.683,0.933,0.166,0.081,9.093,0.354,0.501,-0.004,0.147,0.006,0.303,0.005,3.05,0.009,-0.189,0.008,0.065,1.126,0.388,0.982,63.19,44.341,509611424,1966.345,0.058,-0.113,-0.005,3.012
Front_Alert_False_96.mp4,Safe_Distance,98,1477,0,1,0,0,1,0,1,0,3.142,7.582,-11.44,1.424,0.086,4.436,4.397,0.585,-0.88,48.942,12.982,12.931,1.178,1.123,5.12,0.558,5.089,6.276,-0.16,0.536,1.41,0.381,1.065,0.022,1.187,0.731,1.077,2.962,4.093,0.343,19.886,25.933,0,-7.959,-3.948,5.709,-0.168,0.424,0.038,0.424,0.038,4.153,0.607,11.553,-0.133,18.793,0.943,0.29,0.07,9.155,0.45,0.494,-0.002,0.153,0.006,0.304,0.007,3.072,0.011,-0.187,0.008,0.08,1.068,0.564,0.769,63.458,44.188,500460064,1952.834,0.052,-0.09,-0.007,3.009
Front_Alert_False_96.mp4,Safe_Distance,99,1477,0,1,0,0,1,0,1,0,3.142,7.817,-11.964,1.421,0.083,4.276,4.236,0.582,-0.886,49.005,12.162,13.575,1.215,1.103,4.923,0.583,4.887,6.889,-0.16,0.538,1.173,0.412,1.252,0.021,1.032,0.681,1.185,3.565,3.388,0.315,24.288,22.867,0,-7.95,-3.955,5.552,-0.18,0.508,0.022,0.508,0.022,5.146,0.498,10.719,0.105,19.957,0.918,0.385,0.044,9.299,0.565,0.484,0.001,0.159,0.006,0.307,0.008,3.1,0.012,-0.162,0.001,0.093,0.716,0.91,0.445,63.954,43.922,494311936,1929.359,0.04,-0.06,-0.008,3.005
Front_Alert_False_96.mp4,Safe_Distance,100,1477,0,1,0,0,1,0,1,0,3.142,8.384,-12.399,1.417,0.01,4.096,4.052,0.597,-0.879,49.756,11.659,14.514,1.236,1.109,4.698,0.586,4.66,7.255,-0.16,0.538,1.025,0.426,1.446,0.02,0.76,0.623,1.276,4.394,3.363,0.282,24.387,20.904,0,-7.946,-3.954,5.345,-0.185,0.557,0.008,0.557,0.008,5.85,0.401,9.975,0.318,20.867,0.919,0.52,0.005,9.79,0.636,0.478,0.002,0.164,0.006,0.315,0.009,3.142,0,-0.139,-0.006,0.102,0.528,1.227,0.338,64.545,43.786,477824928,1917.498,0.031,-0.039,-0.009,2.995
Front_Alert_False_96.mp4,Safe_Distance,101,1477,0,1,0,0,0,0,1,0,2.992,8.546,-13.351,1.418,0.133,3.904,3.861,0.58,-0.902,50.674,10.935,15.792,1.249,1.143,4.512,0.586,4.473,7.501,-0.16,0.538,0.825,0.425,1.683,0.022,0.59,0.587,1.298,5.248,2.683,0.247,20.899,19.836,0,-7.942,-3.938,5.161,-0.185,0.585,0,0.585,0,6.358,0.327,9.878,0.394,21.594,0.92,0.662,-0.035,10.169,0.712,0.475,0.004,0.168,0.006,0.321,0.01,3.142,0,-0.129,-0.009,0.105,0.347,1.582,0.342,64.924,43.415,451654560,1885.092,0.023,-0.023,-0.009,3.142
Front_Alert_False_96.mp4,Safe_Distance,102,1477,0,1,0,0,1,0,1,0,3.142,9.176,-13.761,1.12,0.347,3.738,3.691,0.596,-0.889,51.292,9.932,17.107,1.274,1.171,4.356,0.59,4.317,7.699,-0.174,0.538,0.767,0.417,1.965,0.022,0.581,0.587,1.299,6.188,2.487,0.219,19.735,19.85,0,-7.937,-3.924,4.982,-0.179,0.591,-0.001,0.591,-0.001,6.556,0.327,10.085,0.462,22.255,0.934,0.724,-0.053,10.447,0.802,0.474,0.005,0.174,0.007,0.325,0.011,3.142,0,-0.143,-0.009,0.1,0.346,2.025,0.35,65.561,43.29,290820032,1874.196,-0.02,-0.017,0.009,2.981
Front_Alert_False_96.mp4,Safe_Distance,103,1477,0,1,0,0,1,0,1,0,3.142,10.109,-13.897,1.324,0.326,3.59,3.534,0.63,-0.862,52.321,9.155,18.633,1.307,1.179,4.186,0.593,4.144,8.101,-0.176,0.45,0.941,0.397,2.277,0.019,0.607,0.597,1.217,6.996,3.019,0.193,20.365,19.741,0,-7.927,-3.923,4.79,-0.173,0.59,0.001,0.59,0.001,6.848,0.358,10.497,0.481,22.88,1.059,0.635,-0.053,10.725,0.948,0.473,0.006,0.18,0.007,0.331,0.013,3.142,0,-0.155,-0.006,0.091,0.411,2.763,0.348,66.199,43.364,386721504,1880.667,0.024,-0.008,-0.01,2.965
Front_Alert_False_96.mp4,Safe_Distance,104,1477,0,1,0,0,0,0,1,0,2.966,10.062,-14.932,1.276,0.386,3.412,3.36,0.596,-0.879,53.105,7.382,20.906,1.356,1.202,4,0.594,3.956,8.465,-0.176,0.404,0.989,0.389,2.789,0.012,0.622,0.602,1.176,8.513,2.689,0.163,19.909,19.019,0,-7.91,-3.914,4.595,-0.17,0.588,0.002,0.588,0.002,7.039,0.407,11.014,0.532,23.797,1.13,0.552,-0.042,10.964,1.197,0.477,0.007,0.187,0.007,0.337,0.015,3.142,0,-0.173,-0.001,0.087,0.451,4.373,0.347,66.396,42.965,340675616,1846.217,0.024,-0.009,-0.01,3.142
Front_Alert_False_96.mp4,Safe_Distance,106,1477,0,1,0,0,1,0,1,0,3.142,10.213,-18.162,1.111,0.434,3.233,3.182,0.573,-1.008,54.583,6.136,23.471,1.4,1.16,3.664,0.59,3.613,9.619,-0.176,0.389,0.896,0.353,3.44,0.008,0.575,0.587,1.043,9.896,2.396,0.138,27.624,18.49,0,-7.905,-3.934,4.222,-0.159,0.592,-0.001,0.592,-0.001,8.298,0.377,10.919,0.831,26.048,1.233,0.396,-0.002,12.725,1.47,0.489,0.008,0.199,0.008,0.362,0.017,3.142,0,-0.188,0.004,0.075,0.381,6.217,0.351,67.586,41.619,213522864,1732.274,-0.02,-0.011,0.01,2.963
Front_Alert_False_96.mp4,Safe_Distance,107,1477,0,1,0,0,0,0,1,0,2.974,9.582,-20.06,1.228,0.478,3.164,3.12,0.527,-1.085,55.151,5.627,24.526,1.382,1.109,3.501,0.59,3.447,9.822,-0.171,0.368,0.697,0.314,3.467,0.013,0.33,0.557,0.931,10.012,1.828,0.129,38.971,20.123,0,-7.916,-3.955,3.999,-0.142,0.615,-0.007,0.615,-0.007,9.066,0.216,10.838,1.022,27.404,1.17,0.375,-0.002,14.594,1.479,0.499,0.008,0.201,0.009,0.385,0.017,3.088,-0.006,-0.189,0.005,0.06,0.122,6.314,0.4,67.729,40.788,248889664,1663.826,-0.006,-0.016,0.009,3.142
Front_Alert_False_96.mp4,Safe_Distance,108,1477,0,1,0,0,0,0,1,0,2.985,8.986,-21.381,1.217,0.493,3.123,3.085,0.488,-1.139,55.516,5.367,25.149,1.319,1.083,3.36,0.582,3.308,9.822,-0.169,0.342,0.595,0.266,3.27,0.022,0.001,0.521,0.781,9.357,1.667,0.124,46.559,25.186,0,-7.929,-3.964,3.756,-0.113,0.629,-0.014,0.629,-0.014,9.619,0.058,11.326,1.295,28.71,1.124,0.401,-0.017,16.609,1.438,0.509,0.007,0.21,0.009,0.409,0.016,2.996,-0.002,-0.193,0.007,0.038,0.009,5.916,0.469,67.71,40.204,228887920,1616.472,0.006,-0.009,0.007,3.142
Front_Alert_False_96.mp4,Safe_Distance,109,1477,0,1,0,0,0,0,1,0,2.986,8.903,-21.906,1.194,0.492,3.094,3.057,0.479,-1.154,55.699,5.187,25.515,1.248,1.056,3.271,0.578,3.219,9.822,-0.164,-0.342,0.523,0.217,2.896,0.031,0.958,0.473,0.644,8.408,1.31,0.121,69.191,33.468,0,-7.947,-3.977,3.572,-0.086,0.66,-0.023,0.66,-0.023,10.198,-0.108,12.733,1.355,30.99,0.856,0.556,-0.061,18.711,1.204,0.521,0.006,0.224,0.009,0.434,0.013,3.024,-0.011,-0.204,0.011,0.022,0.029,4.209,0.655,67.827,39.98,213521968,1598.5,0.018,-0.003,0.006,3.142
Front_Alert_False_96.mp4,Safe_Distance,110,1477,0,1,0,0,0,0,1,0,2.979,9.34,-22.315,1.217,0.513,3.054,3.014,0.496,-1.16,56.184,5.215,25.978,1.185,1.037,3.199,0.55,3.151,9.822,-0.151,-0.287,0.507,0.17,2.382,0.039,1.333,0.445,0.536,7.346,1.31,0.118,84.004,43.839,0,-7.96,-3.984,3.43,-0.066,0.632,-0.023,0.632,-0.023,10.389,-0.162,14.369,1.355,32.222,0.742,0.616,-0.094,20.546,0.986,0.53,0.005,0.236,0.008,0.454,0.01,2.979,0.001,-0.21,0.017,0.014,0.068,3.001,0.618,68.223,39.884,216441488,1590.874,0.025,0.003,0.004,3.142
Front_Alert_False_96.mp4,Safe_Distance,111,1477,0,1,0,0,0,0,1,0,2.975,9.522,-23.282,1.213,0.531,2.972,2.931,0.492,-1.175,56.863,4.832,27.072,1.136,1.047,3.144,0.511,3.103,9.552,-0.128,-0.137,0.479,0.133,1.891,0.044,0.519,0.437,0.44,6.166,1.31,0.11,65.815,52.104,0,-7.971,-3.982,3.338,-0.056,0.569,-0.017,0.569,-0.017,10.004,-0.129,16.479,1.212,32.937,0.645,0.48,-0.098,22.096,0.783,0.536,0.005,0.248,0.007,0.471,0.008,2.972,0.001,-0.194,0.019,0.01,0.046,2,0.433,68.581,39.559,202285744,1565.043,0.022,0.011,0.003,3.142
Front_Alert_False_96.mp4,Safe_Distance,112,1477,0,1,0,0,0,0,1,0,2.97,9.821,-24.173,1.214,0.553,2.881,2.839,0.491,-1.18,57.644,4.567,28.172,1.117,1.073,3.109,0.494,3.071,9.552,-0.1,0.008,0.456,0.128,1.746,0.044,0.103,0.441,0.427,5.794,1.31,0.102,36.757,51.47,0,-7.972,-3.967,3.303,-0.056,0.535,-0.012,0.535,-0.012,9.808,-0.073,18.198,0.984,33.199,0.639,0.311,-0.091,22.647,0.767,0.539,0.005,0.255,0.006,0.477,0.007,2.988,-0.003,-0.166,0.019,0.01,0.015,1.953,0.341,68.942,39.306,189950720,1545.083,0.013,0.016,0.003,3.142
Front_Alert_False_96.mp4,Safe_Distance,113,1477,0,1,0,0,0,0,1,0,2.962,10.266,-24.841,1.22,0.575,2.801,2.756,0.499,-1.177,58.393,4.172,29.4,1.121,1.085,3.074,0.494,3.035,9.552,-0.076,-0.008,0.475,0.137,1.829,0.039,0.371,0.474,0.432,5.929,1.364,0.095,31.965,47.129,0,-7.972,-3.964,3.283,-0.06,0.509,-0.004,0.509,-0.004,9.043,0.145,19.261,0.814,33.526,0.715,0.189,-0.056,23.013,0.781,0.541,0.005,0.261,0.006,0.481,0.008,2.995,-0.005,-0.137,0.017,0.011,0.061,1.978,0.266,69.312,39.166,182200368,1534.073,0.002,0.023,0.002,3.142
Front_Alert_False_96.mp4,Safe_Distance,114,1477,0,1,0,0,0,0,1,0,2.957,10.558,-25.342,1.219,0.586,2.749,2.702,0.504,-1.176,58.887,3.862,30.278,1.136,1.08,3.013,0.494,2.972,9.552,-0.064,-0.008,0.541,0.145,1.958,0.03,0.544,0.501,0.416,5.752,1.655,0.091,34.247,44.289,0,-7.97,-3.967,3.229,-0.062,0.488,0.002,0.488,0.002,8.646,0.259,20.199,0.743,33.94,0.863,0.058,-0.014,23.541,0.853,0.545,0.006,0.268,0.005,0.487,0.008,2.991,-0.005,-0.101,0.011,0.011,0.205,2.135,0.239,69.573,39.048,175181312,1524.824,0.006,0.026,-0.003,3.142
Front_Alert_False_96.mp4,Safe_Distance,115,1477,0,1,0,0,0,0,1,0,2.941,11.516,-25.607,1.213,0.586,2.72,2.665,0.543,-1.175,59.245,3.636,30.923,1.145,1.063,2.927,0.494,2.885,9.671,-0.063,-0.008,0.826,0.149,2.082,0.019,0.692,0.513,0.403,5.775,2.613,0.088,49.65,41.429,0,-7.969,-3.974,3.15,-0.064,0.479,0.004,0.479,0.004,8.55,0.32,21.404,0.664,34.628,0.954,0.226,-0.062,24.439,0.909,0.552,0.006,0.274,0.006,0.496,0.009,2.992,-0.006,-0.078,0.004,0.011,0.325,2.293,0.236,70.329,39.013,170636656,1522.117,0.014,0.028,-0.003,3.142
Front_Alert_False_96.mp4,Safe_Distance,116,1477,0,1,0,0,0,0,1,0,2.923,12.508,-25.936,1.206,0.582,2.693,2.629,0.583,-1.178,59.474,3.317,31.536,1.144,1.047,2.841,0.497,2.798,10.043,-0.062,0.036,1.125,0.145,2.133,0.009,1.173,0.536,0.401,6.022,3.605,0.085,81.851,40.805,0,-7.97,-3.981,3.061,-0.063,0.467,0.009,0.467,0.009,8.519,0.435,22.371,0.61,35.445,1.018,0.302,-0.097,25.56,0.922,0.559,0.006,0.278,0.006,0.506,0.009,2.993,-0.008,-0.063,0,0.011,0.607,2.399,0.248,71.201,38.913,167191792,1514.357,0.021,0.024,-0.002,3.142
Front_Alert_False_96.mp4,Safe_Distance,117,1477,0,1,0,0,0,0,1,0,2.912,13.157,-26.111,1.197,0.565,2.701,2.63,0.615,-1.189,59.2,3.203,31.358,1.122,1.028,2.775,0.501,2.729,10.412,-0.061,0.202,1.325,0.126,1.94,0.004,2.581,0.578,0.361,5.558,3.817,0.086,125.148,47.65,0,-7.973,-3.987,2.961,-0.053,0.442,0.017,0.442,0.017,8.469,0.555,23.285,0.516,36.238,1.042,0.179,-0.109,26.74,0.885,0.569,0.005,0.28,0.007,0.518,0.008,2.994,-0.01,-0.061,0,0.008,0.888,2.246,0.312,71.978,38.751,167907280,1501.782,0.029,0.015,-0.002,3.142
Front_Alert_False_Junction_102.mp4,Safe_Distance,81,84,0,3,0,0,0,0,0,0,2.798,19.683,5.81,1.055,0.386,2.035,1.916,0.685,0.206,53.293,28.556,6.119,1.555,1.439,2.649,0.356,2.624,7.742,-0.033,-2.741,7.368,0.267,1.092,0.034,1,0.876,0.791,3.299,23.374,0.332,9.072,19.815,0,-7.947,-3.933,3.031,-0.109,-0.048,0.115,0.048,-0.115,3.523,-3.218,7.806,-2.27,4.2,3.757,2.038,0.281,2.034,0.405,0.495,0.006,0.078,0.005,0.149,0.01,3.192,-0.053,0.014,-0.019,0.035,32.858,0.495,5.337,66.123,52.673,340099296,2774.581,-0.241,0.004,0.047,3.142
Front_Alert_False_Junction_102.mp4,Safe_Distance,81,11,0,3,0,0,0,0,0,0,2.798,19.683,5.81,1.066,0.378,2.035,1.916,0.685,0.206,53.293,28.556,6.119,1.555,1.439,2.649,0.356,2.624,7.742,-0.033,-2.741,7.368,0.267,1.092,0.034,1,0.876,0.791,3.299,23.374,0.332,9.072,19.815,0,-7.947,-3.933,3.031,-0.109,-0.048,0.115,0.048,-0.115,3.523,-3.218,7.806,-2.27,4.2,3.757,2.038,0.281,2.034,0.405,0.495,0.006,0.078,0.005,0.149,0.01,3.192,-0.053,0.014,-0.019,0.035,32.858,0.495,5.337,66.123,52.673,358628672,2774.588,-0.241,0.004,0.047,3.142
Front_Alert_False_Junction_20.mp4,Safe_Distance,370,1064,0,1,0,0,0,0,1,1,2.794,19.94,-21.128,1.227,0.069,4.104,3.858,1.4,-1.479,50.967,20.413,9.336,1.017,0.994,4.112,1.725,3.718,24.926,-0.019,1.483,2.904,0.026,0.118,0.035,90.776,1.323,0.087,0.391,8.662,0.44,-995.287,440.802,0,-7.996,-4.002,4.145,-0.009,2.037,-0.089,2.037,-0.089,29.418,-1.284,5.695,2.257,50.462,-0.27,1.666,-0.052,9.154,0.041,0.519,-0.001,0.357,0.008,0.303,0.001,2.628,0.022,-0.057,0.011,0,4.914,0.006,7.328,80.67,39.342,367687968,1548.031,0.112,-0.024,0.004,3.142
Front_Alert_False_Junction_20.mp4,Safe_Distance,371,1064,0,1,0,0,0,0,1,1,2.82,18.437,-23.062,1.255,0.091,4.067,3.858,1.286,-1.593,51.24,20.404,9.509,1.008,1.013,4.108,1.626,3.76,23.393,-0.012,1.483,3.022,0.024,0.109,0.019,29.615,1.213,0.083,0.379,8.698,0.428,343.198,516.618,0,-7.997,-3.995,4.136,-0.008,1.948,-0.092,1.948,-0.092,28.074,-1.337,8.892,2.072,50.418,-0.373,1.703,-0.063,9.192,0.036,0.518,-0.001,0.368,0.008,0.303,0.001,2.652,0.023,-0.035,0.007,0,5.149,0.005,7.179,79.964,38.323,345041760,1468.86,0.119,-0.018,0.004,3.142
Front_Alert_False_Junction_20.mp4,Safe_Distance,372,1064,0,1,0,0,0,0,1,1,2.843,17.135,-24.941,1.281,0.124,3.973,3.796,1.17,-1.675,51.64,20.073,9.965,1.024,1.045,4.103,1.519,3.797,21.682,-0.011,1.414,3.182,0.049,0.232,0.01,7.334,1.081,0.178,0.834,9.403,0.399,94.346,303.23,0,-7.995,-3.982,4.15,-0.013,1.86,-0.097,1.86,-0.097,26.6,-1.405,11.323,2.072,49.917,-0.396,1.635,-0.063,9.131,0.06,0.516,-0.001,0.377,0.007,0.302,0.001,2.677,0.025,-0.019,0.002,0.001,5.835,0.013,7.259,79.424,37.349,322401088,1395.184,0.124,-0.017,0.005,3.142
Front_Alert_False_Junction_20.mp4,Safe_Distance,374,1064,0,1,0,0,0,0,1,1,2.922,12.561,-31.14,1.365,0.259,3.777,3.687,0.821,-1.953,52.672,19.473,11.022,1.092,1.096,4.075,1.343,3.797,19.188,-0.011,1.414,3.628,0.114,0.582,0.011,2.674,0.831,0.336,1.726,11.661,0.343,38.838,91.34,0,-7.98,-3.958,4.223,-0.043,1.741,-0.114,1.741,-0.114,24.543,-1.53,14.709,2.11,49.249,-0.419,1.402,0.004,8.727,0.213,0.509,0.002,0.393,0.006,0.296,0.003,2.7,0.025,-0.002,-0.003,0.005,7.521,0.134,8.198,77.948,33.915,254924016,1150.478,0.134,-0.002,0.009,3.142
Front_Alert_False_Junction_20.mp4,Safe_Distance,375,1064,0,1,0,0,0,0,1,0,2.992,8.564,-35.12,1.43,0.422,3.65,3.609,0.544,-2.1,53.157,18.8,11.804,1.151,1.126,4.02,1.228,3.797,17.786,-0.011,1.414,4.344,0.163,0.868,0.02,2.218,0.648,0.463,2.508,14,0.309,30.212,55.677,0,-7.966,-3.944,4.253,-0.067,1.68,-0.129,1.68,-0.129,23.734,-1.699,15.862,2.326,48.855,-0.419,1.234,0.052,8.523,0.347,0.504,0.003,0.394,0.007,0.293,0.005,2.71,0.027,0.011,-0.007,0.013,9.308,0.348,9.482,76.469,31.468,215107776,990.424,0.154,0.002,0.012,3.142
Front_Alert_False_Junction_20.mp4,Safe_Distance,377,1064,0,1,0,0,0,0,1,0,3.06,4.669,-38.454,1.486,0.675,3.551,3.539,0.289,-2.208,53.312,18,12.469,1.214,1.08,3.841,0.915,3.73,13.767,-0.032,1.486,5.44,0.202,1.147,0.031,7.306,0.146,0.553,3.134,15.271,0.285,51.567,39.575,0,-7.954,-3.968,4.146,-0.087,1.514,-0.171,1.514,-0.171,21.852,-2.31,20.025,2.693,48.719,-0.62,1.012,0.136,8.94,0.494,0.51,0.004,0.408,0.008,0.3,0.007,2.712,0.034,0.016,-0.014,0.021,14.978,0.666,13.993,75.145,29.145,182478848,849.634,0.2,0.002,0.015,3.142
Front_Alert_False_Junction_25.mp4,Safe_Distance,2137,1622,0,3,0,0,0,0,1,0,3.033,6.221,-8.475,1.474,0.542,2.15,2.137,0.233,-0.317,53.077,26.985,6.808,1.493,1.272,2.724,0.47,2.681,9.909,-0.047,1.484,2.773,0.28,1.092,0.034,0.233,0.155,0.789,3.164,9.197,0.316,13.537,18.452,0,-7.952,-3.959,3.139,-0.119,0.715,-0.07,0.715,-0.07,13.921,-1.146,4.844,-1.83,22.482,-0.462,1.733,-0.071,2.604,0.475,0.467,0.007,0.101,0.004,0.17,0.01,2.864,0.018,0.002,-0.014,0.04,4.356,0.653,2.472,59.687,46.067,466546240,2122.421,0.103,0.033,0.054,3.142
Front_Alert_False_Junction_25.mp4,Safe_Distance,2138,1622,0,3,0,0,0,0,1,0,3.033,6.221,-8.475,1.473,0.543,2.15,2.137,0.233,-0.317,53.077,26.985,6.808,1.493,1.272,2.724,0.47,2.681,9.909,-0.076,1.422,2.773,0.28,1.092,0.036,0.233,0.155,0.789,3.164,9.197,0.316,13.537,18.452,0,-7.952,-3.959,3.139,-0.119,0.715,-0.07,0.715,-0.07,13.921,-1.146,4.844,-1.83,22.482,-0.462,1.712,-0.083,2.604,0.475,0.467,0.007,0.101,0.004,0.17,0.01,2.864,0.018,-0.023,-0.015,0.04,4.356,0.653,2.472,59.687,46.067,465843776,2122.42,0.103,0.033,0.054,3.142
Front_Alert_False_Junction_25.mp4,Safe_Distance,2139,1622,0,3,0,0,0,0,1,0,3.033,6.221,-8.475,1.472,0.543,2.15,2.137,0.233,-0.317,53.077,26.985,6.808,1.493,1.272,2.724,0.47,2.681,9.909,-0.092,1.296,2.773,0.28,1.092,0.035,0.233,0.155,0.789,3.164,9.197,0.316,13.537,18.452,0,-7.952,-3.959,3.139,-0.119,0.715,-0.07,0.715,-0.07,13.921,-1.146,4.844,-1.83,22.482,-0.462,1.581,-0.082,2.604,0.475,0.467,0.007,0.101,0.004,0.17,0.01,2.864,0.018,-0.04,-0.015,0.04,4.356,0.653,2.472,59.687,46.067,465122848,2122.42,0.103,0.033,0.054,3.142
Front_Alert_False_Junction_25.mp4,Safe_Distance,2140,1622,0,3,0,0,0,0,1,0,3.033,6.221,-8.475,1.471,0.543,2.15,2.137,0.233,-0.317,53.077,26.985,6.808,1.493,1.272,2.724,0.47,2.681,9.909,-0.105,1.221,2.773,0.28,1.092,0.03,0.233,0.155,0.789,3.164,9.197,0.316,13.537,18.452,0,-7.952,-3.959,3.139,-0.119,0.715,-0.07,0.715,-0.07,13.921,-1.146,4.844,-1.83,22.482,-0.462,1.475,-0.072,2.604,0.475,0.467,0.007,0.101,0.004,0.17,0.01,2.864,0.018,-0.064,-0.012,0.04,4.356,0.653,2.472,59.687,46.067,464415808,2122.42,0.103,0.033,0.054,3.142
