Filename,alert_type,Frame_Number,Id,label,passed,Class,FrontDetected,SideDetected,RearDetected,InTraffic,InTheSameLane,MovingSideWays,Rotation,AbsAngle,MinAngle,MaxAngle,AngleToCloserSide,AngleFromTop,AngleFromHorizon,Distance,MaxDistance,MinDistance,DistanceY,DistanceX,VectorToSide,BoxBottom,BoxTop,MaxBoxBottom,MinBoxBottom,BoxArea,MaxBoxArea,MinBoxArea,AreaRatio8Frames,AreaRatio4Frames,MedianDistance,MedianDistanceX,MedianDistanceY,AbsMedianAngle,MedianVelocity,MedianAngularVelocity,AnglesSTD,DistancesSTD,BoxAreaSTD,VelocitySTD,DistanceXInCollision,PredictedX,MaxMinDist8Frames,MaxMinBoxArea8Frames,MaxMinAngle8Frames,DistanceOverArea,TimeToCollision,TimeToCollisionFullSeries,TimeToScreenBottom,TimeToCollisionBoxArea,TimeToCollisionBoxAreaFullSeries,DistancesFit.Intercept,DistancesFit.Slope,YFit.Intercept,YFit.Slope,AbsXFit.Intercept,AbsXFit.Slope,AbsAnglesFit.Intercept,AbsAnglesFit.Slope,AbsAnglesToCloserSideFit.Intercept,AbsAnglesToCloserSideFit.Slope,AbsAnglesToFurtherSideFit.Intercept,AbsAnglesToFurtherSideFit.Slope,AbsAngularVelocityFit.Intercept,AbsAngularVelocityFit.Slope,BoxAreasFit.Intercept,BoxAreasFit.Slope,BoxBottomFit.Intercept,BoxBottomFit.Slope,BoxWidthsFit.Intercept,BoxWidthsFit.Slope,BoxHeightsFit.Intercept,BoxHeightsFit.Slope,RotationsFit.Intercept,RotationsFit.Slope,VelocityFit.Intercept,VelocityFit.Slope,DistancesSlopeOverSTD,AngleSlopeOverSTD,BoxAreaSlopeOverSTD,XFitRadius,BoxRight,BoxLeft,MinLeft,MaxRight,DistanceFromClosestCornerPower,DistanceFromClosestCorner,BoxCenterMovementInX,BoxCenterMovementInY,BoxCenterNormalizedMovementInX,PhysicalRotation
Front_Alert_False_188_Night_Junction.mp4,Front_Collision,27,1217,0,1,0,0,1,0,0,1,1,1.571,4.617,4.617,29.839,28.596,1.556,1.496,2.399,3.437,2.399,2.391,0.193,-1.148,60.08,36.691,60.08,55.098,5.471,5.471,2.664,1.053,1.069,2.504,0.279,2.482,6.402,-0.037,2.362,5.888,0.047,0.195,0.023,6.091,0.224,0.157,0.653,18.696,0.438,60.382,121.098,0,-7.99,-3.979,2.574,-0.02,0.671,-0.112,0.671,-0.112,15.391,-2.568,21.476,0.948,42.344,-1.663,2.201,0.046,4.736,0.08,0.592,0.001,0.288,0,0.218,0.002,1.571,0,-0.069,0.009,0.001,20.945,0.022,5.468,62.241,34.133,34.133,62.241,165586976,1165.183,0.15,0.004,0.013,1.651
Front_Alert_False_188_Night_Junction.mp4,Front_Collision,26,1217,0,1,0,0,1,0,0,1,1,1.571,4.617,4.617,29.839,28.596,1.55,1.456,2.399,3.437,2.399,2.391,0.193,-1.148,60.08,36.691,60.08,55.098,5.471,5.471,2.664,1.053,1.069,2.504,0.279,2.482,6.402,-0.048,2.307,5.888,0.047,0.195,0.022,6.091,0.224,0.157,0.653,18.696,0.438,60.382,121.098,0,-7.99,-3.979,2.574,-0.02,0.671,-0.112,0.671,-0.112,15.391,-2.568,21.476,0.948,42.344,-1.663,2.053,0.072,4.736,0.08,0.592,0.001,0.288,0,0.218,0.002,1.571,0,-0.072,0.007,0.001,20.945,0.022,5.468,62.241,34.133,34.133,62.241,176325584,1165.192,0.15,0.004,0.013,1.651
Front_Alert_False_Side_14.mp4,Front_Collision,21,2408,0,1,0,0,1,0,0,1,1,1.571,29.112,10.267,29.112,22.315,1.157,0.445,1.168,3.581,1.168,1.021,0.568,-0.444,60.115,31.499,60.115,46.393,8.189,8.189,2.455,1.413,1.12,1.289,0.354,1.239,15.968,-0.069,-1.995,7.281,0.153,1.316,0.019,1.906,0.579,0.479,4.073,24.856,0.143,34.58,18.41,0,-7.933,-3.965,1.486,-0.056,-0.18,-0.05,0.18,0.05,5.213,3.073,27.461,-0.54,36.681,2.787,0.86,0.324,4.823,0.546,0.47,0.016,0.372,0.01,0.222,0.011,1.571,0,-0.088,0.005,0.01,32.227,0.922,1.029,59.208,15.805,15.805,59.208,85975136,250.154,-0.179,0.143,-0.03,2.079
Front_Alert_False_Traffic_01.mp4,Front_Collision,386,819,0,1,0,0,0,1,0,1,1,3.142,9.65,34.205,54.614,-19.055,1.475,0.212,1.745,3.432,1.745,1.721,0.293,-0.57,60.157,28.016,60.157,48.819,10.33,10.33,2.671,1.177,1.07,1.894,0.647,1.761,19.94,-0.021,1.854,5.478,0.081,0.789,0.007,3.118,0.266,0.224,2.214,16.658,0.169,47.971,48.299,0,-7.972,-3.975,2.02,-0.036,0.943,-0.085,0.943,-0.085,27.902,-2.275,5.545,-3.191,44.097,-1.313,1.411,0.127,7.554,0.351,0.555,0.006,0.222,0.001,0.276,0.006,2.894,0.014,-0.015,-0.002,0.004,15.735,0.346,3.756,65.362,42.259,11.277,65.362,464700960,1786.078,0.191,0.041,0.016,2.973
Front_Alert_False_Junction_47.mp4,Front_Collision,500,3115,0,1,0,0,1,0,0,1,1,1.571,45.377,45.377,55.766,-4.24,1.046,0.153,1.638,5.19,1.638,1.15,1.166,-0.121,60.167,25.911,60.167,44.767,11.734,11.734,1.168,1.207,1.248,1.919,1.021,1.622,32.179,-0.036,3.376,8.822,0.113,1.218,0.009,2.127,1.421,0.335,3.645,26.048,0.14,15.945,48.179,0,-7.971,-3.916,2.046,-0.036,0.71,0.089,0.71,0.089,18.874,3.801,22.479,-2.558,47.789,2.434,3.097,0.08,7.316,0.352,0.553,0.005,0.364,0.017,0.272,0.006,1.571,0,-0.047,0.003,0.004,42.667,0.371,3.662,97.067,48.339,0.546,97.067,683765248,2336.95,0.345,0.031,-0.004,2.363
Front_Alert_False_193_Night_Junction.mp4,Front_Collision,139,1256,0,1,0,0,0,0,0,1,1,2.898,13.94,13.94,16.981,-18.779,1.404,0.795,2.128,2.864,2.039,2.065,0.513,-0.685,60.183,37.282,60.277,57.818,5.245,5.293,2.897,1.254,1.067,2.084,0.221,2.057,6.183,-0.07,-1.983,5.649,0.094,0.591,0.016,8.523,0.61,0.273,1.621,15.898,0.406,-97.701,78.224,0,-7.957,-3.978,2.173,-0.025,-0.082,0.086,0.082,-0.086,2.086,-2.363,26.3,-1.35,27.851,2.078,1.721,0.075,3.745,0.269,0.588,0.003,0.265,0.001,0.195,0.006,1.571,0,-0.08,0.003,0.002,15.709,0.198,2.993,68.734,42.385,31.416,68.734,282364640,1796.617,-0.158,-0.007,0.017,3.142
Front_Alert_False_Junction_20.mp4,Front_Collision,1508,1113,0,1,1,0,1,0,0,1,1,1.571,47.551,25.53,47.551,2.635,0.946,0.231,2.898,6.483,2.898,1.956,2.138,-0.133,60.185,16.911,60.185,51.006,18.727,18.727,3.741,1.271,1.125,3.232,2.152,2.391,42.292,-0.064,-2.32,5.294,0.217,2.069,0.017,2.788,2.255,0.641,6.172,16.573,0.155,31.27,30.287,0,-7.936,-3.948,3.557,-0.093,-2.071,-0.023,2.071,0.023,34.683,2.174,12.356,-1.745,58.086,1.289,2.155,0.047,11.864,0.915,0.564,0.004,0.442,0.012,0.348,0.011,1.571,0,-0.041,-0.006,0.026,14.799,2.499,4.501,51.031,0,0,51.031,0,0.158,-0.22,-0.023,-0.008,2.401
Front_Alert_False_Lane_Splitting_18.mp4,Front_Collision,484,1401,0,1,0,0,1,1,1,1,1,2.982,15.014,15.014,18.511,-9.543,1.366,0.73,3.055,6.304,3.055,2.95,0.791,-0.506,60.205,31.06,60.205,52.261,8.494,8.494,3.108,1.082,1.027,3.564,0.257,3.554,4.167,-0.29,-1.923,4.653,0.546,0.41,0.052,2.233,0.629,1.497,1.428,17.449,0.36,27.431,10.724,0,-7.987,-3.993,4.383,-0.234,-0.032,0.083,0.032,-0.083,0.358,-1.293,17.595,-0.14,16.884,2.157,2.064,-0.04,7.431,0.163,0.591,0.002,0.159,0.004,0.273,0.003,3.066,-0.001,-0.303,0.004,0.15,6.267,0.092,2.729,65.771,46.237,36.587,65.771,318239264,2137.996,-0.092,0.007,0.002,3.039
Front_Alert_False_Junction_36.mp4,Front_Collision,363,2116,0,1,0,0,1,0,0,1,1,1.571,45.501,45.501,55.821,-4.135,0.876,0.475,1.629,5.196,1.629,1.142,1.162,-0.118,60.26,25.832,60.26,44.806,11.853,11.853,1.166,1.21,1.253,1.914,1.018,1.618,32.186,-0.037,3.358,8.911,0.114,1.242,0.01,2.169,1.431,0.334,3.686,26.261,0.137,16.063,46.13,0,-7.97,-3.913,2.046,-0.038,0.698,0.092,0.698,0.092,18.762,3.836,22.633,-2.601,47.721,2.456,3.065,0.084,7.295,0.37,0.552,0.005,0.363,0.017,0.272,0.006,1.571,0,-0.05,0.004,0.004,43.352,0.406,3.844,97.113,48.384,0.521,97.113,36603888,2341.014,0.349,0.03,-0.004,2.365
Front_Alert_False_Junction_05.mp4,Front_Collision,329,2017,0,1,1,0,1,0,0,1,1,1.571,41.511,2.864,41.511,-6.857,0.917,0.408,3.037,5.902,3.037,2.274,2.013,-0.363,60.551,12.648,60.551,54.156,22.947,22.947,7.053,1.313,1.226,3.578,1.787,3.099,29.991,-0.09,2.056,5.955,0.273,2.895,0.015,2.641,2.066,0.817,8.695,19.071,0.132,17.278,26.733,0,-7.922,-3.903,3.979,-0.115,1.571,0.062,1.571,0.062,20.961,2.58,15.522,-1.265,46.8,1.909,1.749,0.088,12.435,1.175,0.572,0.003,0.313,0.015,0.358,0.014,1.571,0,-0.092,0.001,0.039,21.319,4.146,4.003,91.948,47.332,36.939,91.948,142518480,2240.342,0.207,-0.063,-0.007,2.295
Front_Alert_False_Traffic_01.mp4,Front_Collision,387,819,0,1,0,0,0,1,0,1,1,3.142,7.959,34.205,54.614,-20.882,1.118,0.386,1.708,3.432,1.708,1.692,0.237,-0.609,60.727,27.883,60.727,48.819,10.787,10.787,2.671,1.188,1.1,1.835,0.555,1.756,17.608,-0.021,1.935,5.836,0.091,0.921,0.009,3.228,0.151,0.261,2.671,17.08,0.158,45.649,44.633,0,-7.97,-3.972,1.966,-0.037,0.87,-0.09,0.87,-0.09,26.379,-2.506,2.231,-3.319,43.371,-1.341,1.495,0.126,7.939,0.403,0.56,0.007,0.221,0.002,0.283,0.006,2.845,0.031,-0.008,-0.004,0.004,18.377,0.47,3.979,64.605,41.572,11.277,64.605,245787888,1728.402,0.201,0.053,0.016,3.003
Front_Alert_False_Forward_02.mp4,Front_Collision,133,1595,0,1,0,0,1,0,0,1,1,1.571,29.566,6.913,29.566,-2.738,1.21,0.461,3.541,16.01,3.541,3.08,1.747,-0.169,61.061,37.354,61.061,52.566,5.62,5.62,0.399,2.02,1.214,4.343,1.219,4.186,15.437,-0.366,1.196,6.438,0.92,1.373,0.101,2.538,1.604,2.598,3.802,18.8,0.63,18.937,6.803,0,-7.776,-3.938,5.688,-0.384,0.92,0.085,0.92,0.085,5.815,2.749,5.475,-0.097,20.929,3.813,0.836,0.103,1.593,0.602,0.551,0.008,0.119,0.021,0.136,0.016,0.14,0.051,-0.207,-0.045,0.417,22.071,1.001,3.767,75.899,48.953,43.504,75.899,354128224,2396.502,0.175,0.002,-0.105,2.087
Front_Alert_False_59.mp4,Front_Collision,113,864,0,1,0,0,0,1,0,1,1,3.142,1.436,25.292,31.295,35.522,1.568,1.558,1.906,2.34,1.681,1.905,0.048,-1.107,61.13,23.35,66.34,59.915,14.274,22.663,11.349,1.147,1.125,2.236,0.384,2.177,9.834,0.017,1.241,6.176,0.161,1.044,0.036,1.29,0.129,0.434,2.924,17.961,0.134,18.178,26.536,0,-7.975,-3.966,2.488,-0.072,0.784,-0.114,0.784,-0.114,19.874,-2.869,19.055,1.946,46.327,-1.276,0.448,0.227,10.553,0.446,0.601,0.001,0.322,0.001,0.325,0.006,3.142,0,0.06,-0.012,0.014,23.929,0.556,5.819,65.609,33.295,19.79,65.609,162707440,1108.699,0.176,-0.02,0.009,3.117
Front_Alert_False_Junction_94.mp4,Front_Collision,66,761,0,1,1,0,1,0,0,1,1,1.571,43.163,4.949,43.163,-21.373,1.069,0.327,2.541,11.907,2.541,1.853,1.738,-0.926,61.215,2.291,61.215,51.627,34.72,34.72,1.662,1.159,1.045,2.644,1.484,2.189,34.132,-0.111,1.529,5.002,0.126,2.812,0.038,5.903,1.718,0.391,8.641,15.23,0.073,88.394,54.694,0,-7.968,-3.981,2.801,-0.045,1.301,0.052,1.301,0.052,26.652,2.137,20.837,0.052,55.028,1.519,1.196,0.095,28.2,1.102,0.571,0.006,0.427,0.02,0.532,0.01,0.636,0.15,-0.169,0.017,0.006,13.906,3.73,2.778,99.459,41.462,40.71,99.459,256046288,1719.252,0.165,0.009,-0.002,2.324
Front_Alert_False_Night_10.mp4,Front_Collision,580,2184,0,1,0,0,0,1,0,1,1,3.142,9.597,8.277,10.714,26.143,1.472,1.242,2.128,2.909,2.128,2.098,0.355,-0.938,61.245,25.793,62.673,54.542,12.569,13.808,8.093,1.34,1.033,2.311,0.209,2.288,5.191,-0.016,1.095,5.694,0.168,1.65,0.033,4.854,0.554,0.448,4.326,15.294,0.169,64.145,26.575,0,-7.949,-3.982,2.571,-0.074,0.059,-0.077,0.059,-0.077,2.322,-2.146,19.972,1.567,15.059,5.471,0.285,-0.394,8.2,0.705,0.579,0.007,0.223,0.011,0.288,0.011,3.142,0,0.029,-0.013,0.015,12.376,1.305,2.35,60.7,31.928,31.567,60.7,88251232,1019.495,0.127,0.002,0.017,2.974
Front_Alert_False_Night_10.mp4,Front_Collision,581,2184,0,1,0,0,0,1,0,1,1,3.142,9.597,8.277,10.714,26.143,1.397,1.068,2.128,2.909,2.128,2.098,0.355,-0.938,61.245,25.793,62.673,54.542,12.569,13.808,8.093,1.34,1.033,2.311,0.209,2.288,5.191,-0.046,2.092,5.694,0.168,1.65,0.034,4.854,0.554,0.448,4.326,15.294,0.169,64.145,26.575,0,-7.949,-3.982,2.571,-0.074,0.059,-0.077,0.059,-0.077,2.322,-2.146,19.972,1.567,15.059,5.471,0.823,0.363,8.2,0.705,0.579,0.007,0.223,0.011,0.288,0.011,3.142,0,0.002,-0.014,0.015,12.376,1.305,2.35,60.7,31.928,31.567,60.7,72226184,1019.48,0.127,0.002,0.017,2.974
Front_Alert_False_Night_10.mp4,Front_Collision,582,2184,0,1,0,0,0,1,0,1,1,3.142,9.597,8.277,10.714,26.143,1.303,0.904,2.128,2.909,2.128,2.098,0.355,-0.938,61.245,25.793,62.673,54.542,12.569,13.808,8.093,1.34,1.033,2.311,0.209,2.288,5.191,-0.064,2.146,5.694,0.168,1.65,0.031,4.854,0.554,0.448,4.326,15.294,0.169,64.145,26.575,0,-7.949,-3.982,2.571,-0.074,0.059,-0.077,0.059,-0.077,2.322,-2.146,19.972,1.567,15.059,5.471,1.491,0.187,8.2,0.705,0.579,0.007,0.223,0.011,0.288,0.011,3.142,0,-0.022,-0.012,0.015,12.376,1.305,2.35,60.7,31.928,31.567,60.7,54890760,1019.463,0.127,0.002,0.017,2.974
Front_Alert_False_Junction_14.mp4,Front_Collision,441,488,0,1,1,0,1,0,0,1,1,1.571,6.242,11.709,14.684,-63.398,1.502,1.211,2.133,2.203,2.084,2.12,0.232,-1.907,61.271,2.481,62.123,58.377,34.562,36.206,32.388,1.026,1.045,2.186,0.275,2.156,7.22,0,-0.417,7.272,0.023,0.707,0.008,9.604,0.199,0.07,2.175,18.652,0.062,97.207,241.458,0,-7.993,-3.983,2.217,-0.009,-0.644,0.105,0.644,-0.105,16.944,-2.778,126.384,-19.047,135.34,-20.197,3.03,-1.379,31.955,0.273,0.577,0.003,0.9,0.004,0.565,0.002,1.571,0,0.01,-0.004,0,19.8,0.229,4.861,98.265,6.5,0.478,98.265,6337963,42.404,-0.194,0.055,-0.001,1.68
Front_Alert_False_Side_19.mp4,Front_Collision,263,28,0,1,0,0,1,1,0,1,1,2.2,12.131,12.131,56.356,-31.943,1.034,0.542,1.585,1.627,1.278,1.55,0.333,-0.839,61.315,25.928,61.315,52.758,12.522,19.283,11.896,1.061,0.973,1.589,0.642,1.436,24.068,0.002,1.945,6.463,0.027,0.429,0.012,11.647,0.295,0.073,1.149,18.887,0.127,-139.101,146.332,0,-7.992,-4.008,1.626,-0.011,0.912,-0.077,0.912,-0.077,33.714,-2.756,9.237,3.012,55.533,-1.176,1.586,0.103,11.906,0.16,0.589,0.004,0.364,-0.001,0.345,0.002,2.268,-0.008,0.021,-0.005,0,22.198,0.069,3.214,72.922,36.433,36.433,72.922,64780084,1327.399,0.219,0.039,0.007,2.411
Front_Alert_False_Side_11.mp4,Front_Collision,145,2405,0,1,0,0,1,0,0,1,1,1.571,29.949,1.352,62.253,4.45,1.266,0.749,2.198,4.87,2.198,1.904,1.097,-0.171,61.316,35.171,61.316,53.04,6.835,6.835,1.327,1.137,1.125,2.389,0.72,2.278,17.537,-0.009,-2.206,6.445,0.092,0.487,0.011,3.102,1.146,0.243,1.294,20.327,0.322,28.665,62.104,0,-7.979,-3.96,2.515,-0.036,-0.388,-0.095,0.388,0.095,8.329,2.631,22.118,-2.124,35.024,1.936,1.633,0.164,5.14,0.184,0.584,0.003,0.257,0.002,0.227,0.004,2.146,-0.012,0,-0.003,0.003,21.828,0.09,3.735,51.693,23.232,2.186,51.693,46587116,539.823,-0.177,0.025,-0.016,2.094
Front_Alert_False_Junction_47.mp4,Front_Collision,501,3115,0,1,0,0,1,0,0,1,1,1.571,47.646,47.646,55.766,-2.969,0.807,0.255,1.566,5.19,1.566,1.055,1.158,-0.081,61.334,25.52,61.334,44.767,12.826,12.826,1.168,1.317,1.255,1.885,1.123,1.512,36.64,-0.036,3.376,8.603,0.143,1.651,0.012,1.803,1.399,0.397,4.661,25.174,0.122,14.6,25.985,0,-7.942,-3.921,2.101,-0.062,0.909,0.061,0.909,0.061,23.964,3.622,19.004,-2.562,50.669,2.379,2.978,0.114,6.61,0.645,0.548,0.007,0.383,0.017,0.262,0.01,1.571,0,-0.041,0.001,0.011,38.386,1.175,2.325,98.844,48.872,0.546,98.844,859489536,2388.809,0.335,0.035,-0.011,2.402
Front_Alert_False_Junction_36.mp4,Front_Collision,364,2116,0,1,0,0,1,0,0,1,1,1.571,47.682,47.682,55.821,-2.798,1.566,1.555,1.562,5.196,1.562,1.051,1.155,-0.076,61.341,25.417,61.341,44.806,12.905,12.905,1.166,1.32,1.252,1.878,1.12,1.506,36.662,-0.037,3.358,8.686,0.143,1.669,0.013,1.813,1.395,0.393,4.671,25.295,0.121,14.848,25.204,0,-7.94,-3.92,2.099,-0.063,0.906,0.061,0.906,0.061,23.746,3.69,19.117,-2.609,50.54,2.417,2.922,0.125,6.611,0.664,0.549,0.007,0.382,0.017,0.262,0.011,1.571,0,-0.043,0.002,0.011,39.655,1.234,2.314,98.83,48.937,0.521,98.83,890726528,2395.223,0.338,0.034,-0.011,2.403
Front_Alert_False_Junction_14.mp4,Front_Collision,442,488,0,1,1,0,1,0,0,1,1,1.571,3.402,11.709,14.684,-64.669,1.533,1.371,2.095,2.203,2.084,2.092,0.124,-1.894,61.342,1.495,62.123,58.377,35.816,36.206,32.388,1.048,1.05,2.184,0.108,2.152,2.823,-0.001,-0.977,7.02,0.034,1.073,0.009,6.516,0.319,0.1,3.194,18.586,0.059,73.26,171.485,0,-7.99,-3.977,2.228,-0.012,-0.44,0.095,0.44,-0.095,11.731,-2.545,70.694,-20.69,76.451,-21.751,2.353,-1.11,31.64,0.377,0.573,0.005,0.903,0.005,0.563,0.003,1.571,0,0.011,-0.004,0,17.151,0.424,3.8,98.524,4.061,0.478,98.524,2464491.5,16.64,-0.215,0.076,-0.001,1.63
Front_Alert_False_Lane_Splitting_39.mp4,Front_Collision,476,2032,0,1,0,0,0,1,0,1,1,3.142,18.822,18.822,46.515,37.632,1.41,0.936,0.969,1.911,0.966,0.917,0.312,-0.591,61.356,3.436,62.7,50.071,33.548,33.756,8.621,1.072,0.996,0.968,0.426,0.867,26.176,-0.012,-1.934,6.28,0.026,1.65,0.008,45.674,0.215,0.071,4.448,16.912,0.029,-962.537,104.23,0,-7.989,-4.001,0.999,-0.009,-0.589,0.047,0.589,-0.047,35.474,-2.656,18.082,3.772,59.78,-0.559,0.47,0.418,31.638,0.564,0.599,0.004,0.446,0.006,0.562,0.005,3.142,0,-0.003,-0.003,0,19.003,0.859,1.225,66.759,18.422,8.761,66.759,43661304,339.504,-0.247,0.02,-0.001,2.813
Front_Alert_False_59.mp4,Front_Collision,112,864,0,1,0,0,0,1,0,1,1,3.142,2.51,25.292,31.295,-35.645,1.529,1.356,1.956,2.34,1.681,1.954,0.086,-1.14,61.414,24.053,66.34,59.915,13.959,22.663,11.349,1.073,1.111,2.248,0.519,2.177,12.956,0.017,1.166,5.309,0.125,0.807,0.023,0.723,0.099,0.384,2.609,15.376,0.14,16.809,54.828,0,-7.986,-3.968,2.381,-0.038,0.846,-0.093,0.846,-0.093,21.042,-2.31,19.055,1.946,47.657,-1.22,0.788,0.108,11.184,0.265,0.606,0,0.323,0.001,0.334,0.004,3.142,0,0.025,-0.002,0.004,15.457,0.228,4.199,67.468,34.435,19.79,67.468,171144992,1185.931,0.15,-0.024,0.006,3.098
Front_Alert_False_Junction_20.mp4,Front_Collision,392,1064,0,1,1,0,1,0,0,1,1,1.571,46.322,37.547,46.322,11.893,0.994,0.28,2.559,5.294,2.559,1.767,1.85,-0.527,61.438,12.427,61.438,50.823,24.021,24.021,5.611,1.225,1.114,2.809,1.705,2.23,37.416,-0.076,-3.494,7.609,0.164,2.395,0.008,4.534,2.107,0.499,7.198,22.799,0.107,35.19,34.615,0,-7.947,-3.953,3.06,-0.072,-1.393,-0.089,1.393,0.089,26.063,3.244,33.023,-3.069,57.908,1.381,3.455,0.011,16.293,1.041,0.584,0.003,0.514,0.006,0.405,0.012,1.571,0,-0.086,0.003,0.016,31.529,3.256,5.128,54.568,0,0,54.568,0,0.148,-0.301,-0.036,-0.007,2.379
Front_Alert_False_Side_11.mp4,Front_Collision,146,2405,0,1,0,0,1,0,0,1,1,1.571,32.229,1.352,62.253,2.456,1.382,1.124,2.185,4.87,2.185,1.848,1.165,-0.094,61.473,35.175,61.473,53.04,6.916,6.916,1.327,1.176,1.059,2.341,0.793,2.202,19.843,-0.009,-2.288,6.881,0.099,0.536,0.015,7.932,1.226,0.256,1.374,20.423,0.316,77.695,52.703,0,-7.975,-3.985,2.485,-0.041,-0.456,-0.096,0.456,0.096,9.542,2.943,21.311,-2.436,36.087,2.112,1.789,0.143,5.265,0.218,0.588,0.004,0.25,0.005,0.23,0.004,2.187,-0.028,0.011,-0.006,0.004,25.707,0.122,3.912,50.929,21.746,2.186,50.929,13318752,472.929,-0.203,0.028,-0.019,2.133
Front_Alert_False_Lane_Splitting_39.mp4,Front_Collision,475,2032,0,1,0,0,0,1,0,1,1,3.142,19.569,19.569,46.515,37.131,1.407,0.939,0.967,1.911,0.966,0.911,0.324,-0.584,61.526,3.492,62.7,50.071,33.679,33.756,8.621,1.125,0.999,0.977,0.485,0.847,29.783,-0.011,-1.41,6.58,0.035,2.179,0.01,238.703,0.259,0.095,5.789,18.755,0.029,-4733.733,60.692,0,-7.981,-4,1.03,-0.015,-0.661,0.05,0.661,-0.05,39.503,-2.777,9.93,4.732,60.635,-0.554,0.054,-0.418,29.728,0.926,0.587,0.007,0.438,0.006,0.545,0.008,3.142,0,0.004,-0.004,0.001,21.984,2.279,1.449,66.386,18.228,8.761,66.386,41729376,332.397,-0.282,0.064,-0.001,2.8
Front_Alert_False_Junction_14.mp4,Front_Collision,443,488,0,1,1,0,1,0,0,1,1,1.571,1.984,11.709,14.684,-65.525,1.549,1.457,2.065,2.203,2.065,2.064,0.071,-1.88,61.622,0.909,62.123,58.377,36.861,36.861,32.388,1.075,1.06,2.166,0.058,2.144,1.577,-0.002,-1.519,6.134,0.045,1.457,0.01,5.459,0.423,0.13,4.238,16.679,0.056,70.184,108.955,0,-7.984,-3.976,2.233,-0.019,-0.225,0.081,0.225,-0.081,5.952,-2.151,4.924,-19.46,6.052,-20.242,1.917,-0.982,31.361,0.614,0.585,0.005,0.905,0.006,0.56,0.005,1.571,0,0.013,-0.004,0.001,12.583,1.096,2.675,98.92,2.576,0.478,98.92,977083.875,6.781,-0.165,0.074,0,1.605
Front_Alert_False_Side_19.mp4,Front_Collision,264,28,0,1,0,0,1,1,0,1,1,2.162,8.461,8.461,56.356,-35.121,1.028,0.558,1.566,1.627,1.278,1.549,0.23,-0.901,61.685,25.869,61.685,52.758,12.828,19.283,11.896,1.033,0.979,1.576,0.551,1.455,20.787,-0.005,2.022,7.118,0.024,0.376,0.011,16.382,0.179,0.072,1.123,21.326,0.122,-187.908,206.904,0,-7.994,-4.006,1.602,-0.007,0.841,-0.083,0.841,-0.083,31.579,-3.083,12.358,3.201,54.599,-1.281,1.399,0.178,12.272,0.115,0.594,0.004,0.362,0,0.35,0.002,2.286,-0.018,0.012,-0.005,0,28.483,0.04,3.443,71.571,34.841,34.841,71.571,47972396,1213.954,0.237,0.049,0.006,2.31
Front_Alert_False_Junction_70.mp4,Front_Collision,784,292,0,1,0,0,1,0,0,1,1,1.571,45.443,45.443,63.964,-2.331,1.471,1.27,1.971,4.75,1.971,1.383,1.404,-0.08,61.714,33.247,61.835,59.453,8.103,8.103,1.395,1.077,1.094,2.084,1.174,1.721,34.302,-0.029,4.125,8.505,0.051,0.377,0.023,5.713,1.609,0.16,1.173,26.697,0.243,50.464,105.42,0,-7.988,-3.976,2.15,-0.019,0.836,0.097,0.836,0.097,21.498,3.658,24.484,-3.068,51.016,2.035,4.572,-0.128,6.783,0.133,0.618,0,0.345,0.015,0.261,0.002,1.571,0,-0.065,0.01,0.001,42.011,0.055,4.434,94.62,49.123,0.286,94.62,163282992,2413.181,0.311,-0.025,0.004,2.364
Front_Alert_False_Lane_Splitting_39.mp4,Front_Collision,474,2032,0,1,0,0,0,1,0,1,1,3.142,20.957,20.957,46.515,36.01,1.41,0.977,0.966,1.911,0.966,0.902,0.345,-0.568,61.731,3.636,62.7,50.071,33.75,33.756,8.621,1.157,1.023,1.003,0.539,0.844,32.532,-0.003,-0.891,6.264,0.04,2.439,0.01,12.176,0.313,0.101,6.07,18.277,0.029,256.428,52.91,0,-7.976,-3.996,1.064,-0.017,-0.715,0.05,0.715,-0.05,41.668,-2.61,3.554,4.732,60.526,-0.499,0.429,-0.377,27.463,1.106,0.571,0.008,0.432,0.006,0.525,0.01,3.142,0,0.012,-0.005,0.001,19.883,3.044,1.523,65.646,17.864,8.761,65.646,37380732,319.254,-0.292,0.08,-0.001,2.776
Front_Alert_False_Junction_05.mp4,Front_Collision,330,2017,0,1,1,0,1,0,0,1,1,1.571,44.204,2.864,44.204,-6.608,0.909,0.416,2.894,5.902,2.894,2.075,2.018,-0.333,61.774,11.501,61.774,54.156,25.273,25.273,7.053,1.386,1.214,3.443,1.865,2.891,32.877,-0.09,2.137,6.212,0.303,3.549,0.019,2.628,2.096,0.892,10.506,17.987,0.115,18.355,21.287,0,-7.897,-3.904,3.91,-0.133,1.685,0.051,1.685,0.051,23.404,2.707,12.854,-1.037,48.404,2.025,1.704,0.124,12.441,1.558,0.566,0.005,0.313,0.019,0.362,0.017,1.571,0,-0.07,-0.006,0.052,21.21,7.183,3.896,94.317,47.509,36.939,94.317,127364960,2257.174,0.232,-0.055,-0.008,2.342
